gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	stage_region	stage	region
RBP1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.4107	0	0.101	1.35943	0.382	0.281	0.30211	mid_msp	mid	msp
RTN1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.36162	0	0.046	1.05134	0.942	0.896	0.34396	mid_msp	mid	msp
JUND	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.33655	0	0.002	1.00203	0.988	0.986	0.33587	mid_msp	mid	msp
CLMP	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.30461	0	0.075	1.13966	0.612	0.537	0.26728	mid_msp	mid	msp
NFIA	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.30282	0	0.054	1.08132	0.718	0.664	0.28005	mid_msp	mid	msp
TUBB2A	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.29283	0	0.038	1.0426	0.93	0.892	0.28086	mid_msp	mid	msp
JUN	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.29009	0.02098	-0.011	0.98495	0.72	0.731	0.29453	mid_msp	mid	msp
SRM	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.28551	2.4e-4	0.024	1.06299	0.405	0.381	0.26859	mid_msp	mid	msp
TUBB2B	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.27849	0	0	1	1	1	0.27849	mid_msp	mid	msp
NRN1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw18_2	0.26293	0	-0.016	0.97914	0.751	0.767	0.26853	mid_msp	mid	msp
CSRP2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.79127	0	0.177	1.26183	0.853	0.676	0.62708	mid_msp	mid	msp
RBP1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.69047	0	0.111	1.57216	0.305	0.194	0.43918	mid_msp	mid	msp
ANK3	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.66356	0	0.108	1.56841	0.298	0.19	0.42308	mid_msp	mid	msp
ZEB2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.61379	0	0.106	1.38827	0.379	0.273	0.44213	mid_msp	mid	msp
TUBA1C	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.4981	0	0.072	1.46451	0.227	0.155	0.34011	mid_msp	mid	msp
GLCE	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.49386	0	0.07	1.50359	0.209	0.139	0.32845	mid_msp	mid	msp
RP11-436D23.1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.48931	0	0.1	1.30864	0.424	0.324	0.3739	mid_msp	mid	msp
CHRDL1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.4411	1e-5	0.077	1.45028	0.248	0.171	0.30415	mid_msp	mid	msp
PDHA1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.43913	0	0.075	1.26881	0.354	0.279	0.34609	mid_msp	mid	msp
PTPRZ1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.43897	0	0.104	1.21803	0.581	0.477	0.3604	mid_msp	mid	msp
GAPDH	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.40822	0	0.023	1.02391	0.985	0.962	0.39869	mid_msp	mid	msp
AK1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.40336	0	0.073	1.31465	0.305	0.232	0.30682	mid_msp	mid	msp
CDR1-AS	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.38825	0	0.063	1.3387	0.249	0.186	0.29002	mid_msp	mid	msp
NFIA	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.38638	0	0.087	1.174	0.587	0.5	0.32912	mid_msp	mid	msp
RPS4X	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.38601	0	0.001	1.001	1	0.999	0.38562	mid_msp	mid	msp
EPS8	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.38294	0	0.05	1.31846	0.207	0.157	0.29044	mid_msp	mid	msp
RAI14	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.3822	0	0.059	1.30101	0.255	0.196	0.29377	mid_msp	mid	msp
LINC01102	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.38055	0	0.066	1.3492	0.255	0.189	0.28205	mid_msp	mid	msp
FTL	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.37292	0	0.016	1.01654	0.983	0.967	0.36685	mid_msp	mid	msp
SLC25A5	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.36529	0	0.069	1.18598	0.44	0.371	0.30801	mid_msp	mid	msp
PPP1R17	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.36273	0	0.047	1.13783	0.388	0.341	0.3188	mid_msp	mid	msp
ANK2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.35968	0	0.063	1.20655	0.368	0.305	0.2981	mid_msp	mid	msp
ATP5O	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.35079	0	0.053	1.19557	0.324	0.271	0.29341	mid_msp	mid	msp
RPL8	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.34627	0	0.011	1.01128	0.986	0.975	0.34241	mid_msp	mid	msp
MT-CYB	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.33193	0	0.01	1.01015	0.995	0.985	0.3286	mid_msp	mid	msp
TPT1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.33097	0	0.017	1.01762	0.982	0.965	0.32524	mid_msp	mid	msp
H2AFZ	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.3189	0	0.044	1.05699	0.816	0.772	0.30171	mid_msp	mid	msp
FAM213A	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.3173	0	0.063	1.18103	0.411	0.348	0.26866	mid_msp	mid	msp
FZD3	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.31267	0	0.055	1.1585	0.402	0.347	0.2699	mid_msp	mid	msp
UCHL1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.31103	0	0.048	1.08219	0.632	0.584	0.2874	mid_msp	mid	msp
RPSA	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.30955	0	0.016	1.01648	0.987	0.971	0.30453	mid_msp	mid	msp
PIN1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.30013	0	0.057	1.18152	0.371	0.314	0.25402	mid_msp	mid	msp
CALM2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.29988	0	0.02	1.02144	0.953	0.933	0.29359	mid_msp	mid	msp
ARL4D	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.29797	0	0.039	1.1718	0.266	0.227	0.25428	mid_msp	mid	msp
EIF1B	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.29701	0	0.023	1.03328	0.714	0.691	0.28744	mid_msp	mid	msp
MT-ND4	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.2966	0	0.008	1.00811	0.994	0.986	0.29421	mid_msp	mid	msp
TPI1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.29129	0	0.064	1.14414	0.508	0.444	0.2546	mid_msp	mid	msp
MT-ND2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.28731	0	0.008	1.00824	0.979	0.971	0.28496	mid_msp	mid	msp
RPS3A	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.28209	0	0	1	0.999	0.999	0.28209	mid_msp	mid	msp
TBCB	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.27933	0	0.035	1.06363	0.585	0.55	0.26262	mid_msp	mid	msp
COPE	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.27927	1e-5	0.054	1.11538	0.522	0.468	0.25038	mid_msp	mid	msp
FABP7	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.27736	0	0.018	1.01923	0.954	0.936	0.27213	mid_msp	mid	msp
EEF1B2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.27448	0	0.046	1.07395	0.668	0.622	0.25558	mid_msp	mid	msp
GABARAPL2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.26821	0	0.044	1.07154	0.659	0.615	0.2503	mid_msp	mid	msp
RPL3	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.26781	0	0.003	1.00301	0.999	0.996	0.267	mid_msp	mid	msp
MT-CO3	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.26778	0	0.002	1.00201	0.999	0.997	0.26724	mid_msp	mid	msp
BCAS2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.26529	0	0.02	1.05682	0.372	0.352	0.25103	mid_msp	mid	msp
RPL5	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.26348	0	0.006	1.00609	0.991	0.985	0.26188	mid_msp	mid	msp
UBB	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.26145	0	0.017	1.01876	0.923	0.906	0.25664	mid_msp	mid	msp
GNB2L1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.26064	0	0.005	1.00504	0.997	0.992	0.25933	mid_msp	mid	msp
RPL6	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19	0.25962	0	0.002	1.00201	0.999	0.997	0.2591	mid_msp	mid	msp
DLX6-AS1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	1.7974	0	0.122	3.83712	0.165	0.043	0.46842	mid_msp	mid	msp
RBP1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	1.25638	0	0.318	1.80916	0.711	0.393	0.69445	mid_msp	mid	msp
TIMP3	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.72473	0	0.143	2.1349	0.269	0.126	0.33947	mid_msp	mid	msp
MEF2C	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.584	3.6e-4	0.139	1.68136	0.343	0.204	0.34734	mid_msp	mid	msp
LGALS1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.49016	1	0.085	1.46195	0.269	0.184	0.33528	mid_msp	mid	msp
MT-ND4	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.45611	0	0.001	1.001	1	0.999	0.45566	mid_msp	mid	msp
MT-ND3	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.40806	0	0	1	1	1	0.40807	mid_msp	mid	msp
PCDH9	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.38747	0.03495	0.12	1.49999	0.36	0.24	0.25832	mid_msp	mid	msp
MT-ND2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.37252999999999997	0	0.012	1.01214	1	0.988	0.36806	mid_msp	mid	msp
CSRP2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.33823	0.03916	0.058	1.07277	0.855	0.797	0.31528	mid_msp	mid	msp
RPL39	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.33818	0	0	1	1	1	0.33818	mid_msp	mid	msp
CCDC167	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.3232	1	0.089	1.21394	0.505	0.416	0.26624	mid_msp	mid	msp
MT-ND5	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.30788	0	0.037	1.03903	0.985	0.948	0.29632	mid_msp	mid	msp
PFN2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.3014	0.16101	0.086	1.16764	0.599	0.513	0.25813	mid_msp	mid	msp
MT-ND4L	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.29343	1e-5	0.069	1.08214	0.909	0.84	0.27116	mid_msp	mid	msp
MT-ATP6	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.2878	0	0	1	1	1	0.2878	mid_msp	mid	msp
TCEB2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.27816	0.08213	0.021	1.02308	0.931	0.91	0.27188	mid_msp	mid	msp
FTH1	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.27794	0	0	1	1	1	0.27794	mid_msp	mid	msp
FTL	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.26965	0.03031	0.006	1.00604	1	0.994	0.26803	mid_msp	mid	msp
MT-CYB	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.26587	0	0	1	1	1	0.26587	mid_msp	mid	msp
MT-CO2	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.25992	0	0	1	1	1	0.25992	mid_msp	mid	msp
RPL34	mid_motor	motor	ipc_mid	ipc_msp	ipc	gw19_2	0.25643	0	0	1	1	1	0.25643	mid_msp	mid	msp
L3MBTL3	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	1.31016	1	0.067	2.9705	0.101	0.034	0.44106	late_msp	late	msp
ZFP36L1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	1.17265	1	0.08	3.66654	0.11	0.03	0.31983	late_msp	late	msp
CHID1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	1.12126	1	0.109	2.06861	0.211	0.102	0.54203	late_msp	late	msp
MAPK1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	1.05322	1	0.072	2.89466	0.11	0.038	0.36385	late_msp	late	msp
CCSAP	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.96866	1	0.058	2.11534	0.11	0.052	0.45792	late_msp	late	msp
SMARCA4	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.92773	1	0.061	1.49999	0.183	0.122	0.61849	late_msp	late	msp
SYT4	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.91848	1	0.159	1.70353	0.385	0.226	0.53916	late_msp	late	msp
PPP1R7	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.91015	1	0.107	1.71332	0.257	0.15	0.53122	late_msp	late	msp
HNRNPA1L2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.86163	1	0.16	1.99378	0.321	0.161	0.43216	late_msp	late	msp
TTC1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.82387	1	0.13	1.79267	0.294	0.164	0.45958	late_msp	late	msp
DLX6-AS1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.79116	1	0.127	1.47565	0.394	0.267	0.53614	late_msp	late	msp
COMMD1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.77977	1	0.104	1.54736	0.294	0.19	0.50393	late_msp	late	msp
CAPZA2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.75601	1	0.187	1.51515	0.55	0.363	0.49897	late_msp	late	msp
GNAQ	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.72493	1	0.117	1.42238	0.394	0.277	0.50966	late_msp	late	msp
CHD2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.67421	1	0.096	1.67132	0.239	0.143	0.4034	late_msp	late	msp
UBE2L3	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.67015	1	0.106	1.49302	0.321	0.215	0.44886	late_msp	late	msp
AP2S1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.56956	1	0.07	1.19886	0.422	0.352	0.47509	late_msp	late	msp
VDAC3	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.56152	1	0.146	1.36962	0.541	0.395	0.40999	late_msp	late	msp
AP2M1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.56141	1	0.087	1.20813	0.505	0.418	0.46469	late_msp	late	msp
QKI	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.5335	1	0.037	1.31091	0.156	0.119	0.40697	late_msp	late	msp
ACAT2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.5201	1	0.045	1.25714	0.22	0.175	0.41372	late_msp	late	msp
MARCKS	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.5196	1	0.06	1.08902	0.734	0.674	0.47712	late_msp	late	msp
HNRNPH1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.50836	1	0.047	1.10064	0.514	0.467	0.46187	late_msp	late	msp
SUB1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.48306	1	0.058	1.10247	0.624	0.566	0.43816	late_msp	late	msp
TRA2A	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.48221	1	0.092	1.2866	0.413	0.321	0.37479	late_msp	late	msp
EIF1B	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.4699	1	0.057	1.07412	0.826	0.769	0.43748	late_msp	late	msp
SNRPN	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.45643	1	0.078	1.20967	0.45	0.372	0.37732	late_msp	late	msp
MEG3	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.45205	1	0.126	1.31034	0.532	0.406	0.34499	late_msp	late	msp
YWHAE	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.41355	1	0.015	1.0179	0.853	0.838	0.40627	late_msp	late	msp
RTN4	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.41143	1	-0.014	0.97477	0.541	0.555	0.42208	late_msp	late	msp
FTL	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.38768	1	-0.005	0.99498	0.991	0.996	0.38963	late_msp	late	msp
SRI	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.37386	1	0.034	1.1021	0.367	0.333	0.33923	late_msp	late	msp
MORF4L1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.36883	1	0.086	1.10817	0.881	0.795	0.33283	late_msp	late	msp
COA3	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.32661	1	0.008	1.02996	0.275	0.267	0.31711	late_msp	late	msp
PRDX2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.316	1	0.018	1.02253	0.817	0.799	0.30903	late_msp	late	msp
NGFRAP1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.31002	1	0.033	1.03891	0.881	0.848	0.29841	late_msp	late	msp
DYNLL1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.30226	1	-0.003	0.99653	0.862	0.865	0.30332	late_msp	late	msp
TUBB	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.29635	1	0.001	1.00101	0.991	0.99	0.29605	late_msp	late	msp
USP22	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.29442	1	-0.008	0.96019	0.193	0.201	0.30663	late_msp	late	msp
SKP1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.28269	1	0.016	1.0185	0.881	0.865	0.27756	late_msp	late	msp
ARID4A	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.28175	1	-0.009	0.97606	0.367	0.376	0.28866000000000003	late_msp	late	msp
SRP14	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.26707	1	-0.005	0.99488	0.972	0.977	0.26845	late_msp	late	msp
PAIP2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.25981	1	-0.025	0.94929	0.468	0.493	0.27369	late_msp	late	msp
TAF7	late_motor	motor	ipc_late	ipc_msp	ipc	gw22	0.24147	1	-0.057	0.8596	0.349	0.406	0.2809	late_msp	late	msp
SNHG9	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	4.21958	0.00676	0.157	9.26267	0.176	0.019	0.45555	late_msp	late	msp
NMT1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	4.11843	0.0038	0.183	6.54526	0.216	0.033	0.62922	late_msp	late	msp
GNAL	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	3.5928	1	0.108	6.68386	0.127	0.019	0.53753	late_msp	late	msp
AP2B1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	3.59141	0	0.423	3.16921	0.618	0.195	1.13322	late_msp	late	msp
RP11-398K22.12	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	2.94297	0.22316	0.135	7.13604	0.157	0.022	0.41241	late_msp	late	msp
RPS21	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	2.93984	0	0.421	1.73989	0.99	0.569	1.68967	late_msp	late	msp
KIAA0355	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	2.88331	0.07801	0.172	4.90898	0.216	0.044	0.58736	late_msp	late	msp
RPL36A	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	2.17953	0	0.434	2.11282	0.824	0.39	1.03158	late_msp	late	msp
NDUFB1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.78217	0	0.379	1.95707	0.775	0.396	0.91063	late_msp	late	msp
TIMM44	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.73045	1	0.182	2.95696	0.275	0.093	0.58521	late_msp	late	msp
PEG10	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.61137	2e-5	0.338	2.46319	0.569	0.231	0.65418	late_msp	late	msp
DYNC1I2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.61068	0	0.307	1.73445	0.725	0.418	0.92864	late_msp	late	msp
CELF4	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.49343	1	0.151	3.74539	0.206	0.055	0.39874	late_msp	late	msp
WRN	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.48611	1	0.096	5.36339	0.118	0.022	0.27708	late_msp	late	msp
USMG5	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.45446	0	0.38	1.83885	0.833	0.453	0.79096	late_msp	late	msp
RERE	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.39922	0.06397	0.215	3.17169	0.314	0.099	0.44116	late_msp	late	msp
AC090498.1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.39161	0	0.271	1.40448	0.941	0.67	0.99084	late_msp	late	msp
LLNLR-245B6.1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.33043	1	0.197	2.11931	0.373	0.176	0.62777	late_msp	late	msp
MEF2C	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.32668	0.11433	0.221	1.61904	0.578	0.357	0.81942	late_msp	late	msp
ATP5I	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.32244	0	0.236	1.40136	0.824	0.588	0.94368	late_msp	late	msp
NSUN6	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.29357	1	0.153	2.86582	0.235	0.082	0.45138	late_msp	late	msp
RPF2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.28215	1	0.126	4.07307	0.167	0.041	0.31479	late_msp	late	msp
EIF5B	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.282	0.12068	0.256	1.90459	0.539	0.283	0.67311	late_msp	late	msp
CMSS1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.27225	1	0.182	2.37877	0.314	0.132	0.53484	late_msp	late	msp
SKIV2L2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.25887	1	0.128	2.45452	0.216	0.088	0.51288	late_msp	late	msp
EMX2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.23179	1	0.195	2.31755	0.343	0.148	0.53151	late_msp	late	msp
IST1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.22653	1	0.15	2.76467	0.235	0.085	0.44364	late_msp	late	msp
FGF12	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.17235	1	0.098	2.99994	0.147	0.049	0.39079	late_msp	late	msp
UQCR11	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.14252	4.3e-4	0.276	1.56441	0.765	0.489	0.73032	late_msp	late	msp
HNRNPM	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.13006	1	0.206	2.17044	0.382	0.176	0.52066	late_msp	late	msp
PTPRZ1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.12809	3e-5	0.31	1.58161	0.843	0.533	0.71325	late_msp	late	msp
WDR70	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.11897	1	0.118	3.03443	0.176	0.058	0.36876	late_msp	late	msp
RPS29	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.11619	0	0.003	1.00301	1	0.997	1.11284	late_msp	late	msp
NTM	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.10787	0.00716	0.304	1.88629	0.647	0.343	0.58733	late_msp	late	msp
SLIRP	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.10543	0.00408	0.202	1.53723	0.578	0.376	0.7191	late_msp	late	msp
CWC22	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.08309	1	0.099	2.70685	0.157	0.058	0.40013	late_msp	late	msp
CWF19L2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.07927	1	0.213	2.01913	0.422	0.209	0.53452	late_msp	late	msp
LRRTM2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.07462	1	0.175	2.04165	0.343	0.168	0.52635	late_msp	late	msp
FAM73A	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.04243	1	0.086	3.09749	0.127	0.041	0.33654	late_msp	late	msp
TMA16	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.00447	1	0.102	2.85449	0.157	0.055	0.35189	late_msp	late	msp
CRNKL1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	1.00065	1	0.118	2.10278	0.225	0.107	0.47587	late_msp	late	msp
PSMC3	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.98244	0.25571	0.259	1.99233	0.52	0.261	0.49311	late_msp	late	msp
MTRNR2L8	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.96411	1	0.096	1.87271	0.206	0.11	0.51482000000000006	late_msp	late	msp
NDUFA3	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.94388	0.1358	0.218	1.50815	0.647	0.429	0.62585	late_msp	late	msp
DSTN	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.92774	1	0.244	1.62086	0.637	0.393	0.57237	late_msp	late	msp
YAF2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.92391	1	0.098	1.83049	0.216	0.118	0.50473	late_msp	late	msp
LIMCH1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.91224	1	0.178	2.41268	0.304	0.126	0.3781	late_msp	late	msp
GLRA2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.85521	1	0.108	3.20402	0.157	0.049	0.26692	late_msp	late	msp
UBE2V1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.8514	1	0.128	2.19624	0.235	0.107	0.38766	late_msp	late	msp
SEZ6L2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.82166	1	0.114	2.39021	0.196	0.082	0.34376	late_msp	late	msp
DDX1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.82126999999999994	1	0.157	1.76213	0.363	0.206	0.46607	late_msp	late	msp
RPL41	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.81116	0	0.003	1.00301	1	0.997	0.80873	late_msp	late	msp
PFDN1	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.80408	1	0.219	1.83907	0.48	0.261	0.43722	late_msp	late	msp
UPF2	late_motor	motor	ipc_late	ipc_msp	ipc	gw22t	0.79711	1	0.179	1.88176	0.382	0.203	0.4236	late_msp	late	msp
